"year","state","state_po","total_house","DEMOCRAT_House","OTHER_House","REPUBLICAN_House","LIBERTARIAN_House","total_senate","DEMOCRAT_Senate","LIBERTARIAN_Senate","OTHER_Senate","REPUBLICAN_Senate","total_president","DEMOCRAT_President","LIBERTARIAN_President","OTHER_President","REPUBLICAN_President"
1992,"OREGON","OR",1660633,59.31,0.1,39.77,4.23,1376033,46.5,0,1.36,52.14,1462643,42.48,0.29,24.7,32.53
1992,"PENNSYLVANIA","PA",10983377,53.73,2.93,53.07,9.61,4802410,46.33,4.57,0,49.1,4959810,45.15,0.43,18.29,36.13
1992,"RHODE ISLAND","RI",1195506,48.32,2.51,46.67,0,0,0,0,0,0,453365,47.05,0.13,23.8,29.03
1992,"SOUTH CAROLINA","SC",3729309,53.49,0.25,52.1,6.82,1180438,50.07,1.95,1.04,46.95,1228912,42.76,0.22,10.02,46.99
1992,"SOUTH DAKOTA","SD",332902,69.11,2.86,26.85,1.18,334495,64.9,1.3,1.29,32.51,336254,37.14,0.24,21.96,40.66
1992,"TENNESSEE","TN",6739264,51.17,3.04,47.22,0,0,0,0,0,0,1982638,47.08,0,10.48,42.43
1992,"TEXAS","TX",13918501,53.77,1.72,51.4,4.75,0,0,0,0,0,6154018,37.08,0.32,22.04,40.56
1992,"UTAH","UT",2161659,45.64,2.54,49.89,0.79,758479,39.71,1.89,3.01,55.38,743998,24.65,0.26,31.73,43.36
1992,"VERMONT","VT",1405810,7.92,15.29,30.91,0,285739,54.16,0,2.49,43.35,289701,46.11,0.17,23.3,30.42
1992,"VIRGINIA","VA",8014033,54.53,1.99,48.38,0,0,0,0,0,0,2559129,40.59,0.22,14.23,44.96
1992,"WASHINGTON","WA",4508766,55.63,3.44,41.02,1.71,2218802,53.99,0,0,46.01,2287565,43.41,0.33,24.29,31.97
1992,"WEST VIRGINIA","WV",951686,78.11,0,31.62,0,0,0,0,0,0,683677,48.41,0.27,15.92,35.39
1992,"WISCONSIN","WI",6666553,48.32,0.5,50.71,0.81,2455124,52.57,0.37,1.05,46.01,2531064,41.13,0.11,21.98,36.78
1992,"WYOMING","WY",196977,39.3,0,57.81,2.88,0,0,0,0,0,199884,34.1,0.42,25.78,39.7
1992,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,227572,84.64,0.21,6.06,9.1
1992,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NORTH CAROLINA","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"NORTH DAKOTA","ND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"OHIO","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"OKLAHOMA","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"OREGON","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"PENNSYLVANIA","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"RHODE ISLAND","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"SOUTH CAROLINA","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"SOUTH DAKOTA","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"TENNESSEE","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"TEXAS","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"UTAH","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"VERMONT","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"VIRGINIA","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"WASHINGTON","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"WEST VIRGINIA","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"WISCONSIN","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"WYOMING","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"ALABAMA","AL",2108776,49.7,0.22,56.19,0,0,0,0,0,0,0,0,0,0,0
1994,"ALASKA","AK",624720,32.74,5.17,56.92,0,0,0,0,0,0,0,0,0,0,0
1994,"ARIZONA","AZ",1991443,37.26,0,59.38,4.13,1119060,39.54,6.75,0.01,53.71,0,0,0,0,0
1994,"ARKANSAS","AR",709012,47.41,0,52.59,0,0,0,0,0,0,0,0,0,0,0
1994,"CALIFORNIA","CA",27111803,47.51,2.07,49.58,3.8,8514089,46.74,2.1,6.33,44.83,0,0,0,0,0
1994,"COLORADO","CO",2483087,39.74,0.8,65.09,0,0,0,0,0,0,0,0,0,0,0
1994,"CONNECTICUT","CT",3032146,38.92,8.04,47.25,1.34,1079664,41.1,0,27.88,31.01,0,0,0,0,0
1994,"DELAWARE","DE",195008,26.56,0.72,70.74,1.98,199000,42.48,1.7,0,55.82,0,0,0,0,0
1994,"FLORIDA","FL",6446339,50.2,0.18,61.02,0,4106816,29.48,0,0.03,70.5,0,0,0,0,0
1994,"GEORGIA","GA",1596349,45.48,0,54.52,0,0,0,0,0,0,0,0,0,0,0
1994,"HAWAII","HI",530808,61.9,1.59,33.75,3.55,356902,71.78,4.03,0,24.19,0,0,0,0,0
1994,"IDAHO","ID",393083,35.05,0,64.95,0,0,0,0,0,0,0,0,0,0,0
1994,"ILLINOIS","IL",6762176,47.96,0.77,53.48,1.67,0,0,0,0,0,0,0,0,0,0
1994,"INDIANA","IN",1705597,43.17,2.13,56.61,0,1543568,30.5,1.12,1.02,67.35,0,0,0,0,0
1994,"IOWA","IA",3353370,41.67,0.4,57.31,0.65,0,0,0,0,0,0,0,0,0,0
1994,"KANSAS","KS",817396,36.49,0,63.51,0,0,0,0,0,0,0,0,0,0,0
1994,"KENTUCKY","KY",1089345,40.3,5.78,57.46,0,0,0,0,0,0,0,0,0,0,0
1994,"LOUISIANA","LA",7,100,0,100,0,0,0,0,0,0,0,0,0,0,0
1994,"MAINE","ME",1485114,46.95,3.32,46.57,0,511733,36.36,0,3.41,60.24,0,0,0,0,0
1994,"MARYLAND","MD",2090892,49.24,0.02,50.75,0,1369101,59.1,0,0,40.9,0,0,0,0,0
1994,"MASSACHUSETTS","MA",6145437,68.94,0.8,38.46,0,2179945,58.07,0.66,0.25,41.01,0,0,0,0,0
1994,"MICHIGAN","MI",10110405,47.22,0.61,51.02,1.85,3043385,42.75,4.22,1.16,51.88,0,0,0,0,0
1994,"MINNESOTA","MN",3927185,50.56,0.8,48.44,0,1772929,44.1,0,6.85,49.05,0,0,0,0,0
1994,"MISSISSIPPI","MS",747011,57.15,7.43,41.34,0,608085,31.2,0,0,68.8,0,0,0,0,0
1994,"MISSOURI","MO",2940198,50.65,0,47.24,3.18,1775116,35.7,4.58,0,59.72,0,0,0,0,0
1994,"MONTANA","MT",352133,48.67,9.1,42.23,0,350387,37.63,0,0,62.37,0,0,0,0,0
1994,"NEBRASKA","NE",570763,35.58,0.4,64.02,0,579205,54.78,0,0.21,45,0,0,0,0,0
1994,"NEVADA","NV",976130,36.62,3.65,57.42,3.99,380530,50.93,1.57,6.5,41,0,0,0,0,0
1994,"NEW HAMPSHIRE","NH",766612,37.73,1.31,58.22,2.11,0,0,0,0,0,0,0,0,0,0
1994,"NEW JERSEY","NJ",5504249,43.88,0.94,54.42,1.53,2054887,50.29,0.68,2,47.02,0,0,0,0,0
1994,"NEW MEXICO","NM",760896,40.63,4.85,57.08,2.35,463196,53.97,0,0.04,45.99,0,0,0,0,0
1994,"NEW YORK","NY",27451007,41.85,6.85,40.35,0.32,5328486,47.45,0.34,20.09,32.12,0,0,0,0,0
1994,"NORTH CAROLINA","NC",3165646,45.71,0.04,57.11,0,0,0,0,0,0,0,0,0,0,0
1994,"NORTH DAKOTA","ND",235389,52.31,2.66,45.03,0,236547,57.98,0,0,42.02,0,0,0,0,0
1994,"OHIO","OH",7562093,46.27,3.24,58.37,0,3436884,39.23,0,7.34,53.44,0,0,0,0,0
1994,"OKLAHOMA","OK",2093493,46.36,13.97,57.25,0,982430,39.95,0,4.84,55.21,0,0,0,0,0
1994,"OREGON","OR",3817533,54.2,1.28,41.8,2.76,0,0,0,0,0,0,0,0,0,0
1994,"PENNSYLVANIA","PA",9981490,52.91,0.88,54.3,3.87,3513361,46.92,1.68,1.99,49.4,0,0,0,0,0
1994,"RHODE ISLAND","RI",341908,61.27,0,38.73,0,345388,35.48,0,0,64.52,0,0,0,0,0
1994,"SOUTH CAROLINA","SC",1749065,42.65,0.07,63.63,1.24,0,0,0,0,0,0,0,0,0,0
1994,"SOUTH DAKOTA","SD",305922,59.83,3.54,36.63,0,0,0,0,0,0,0,0,0,0,0
1994,"TENNESSEE","TN",5026249,48.23,1.12,54.77,0,1480391,80.32,0,0,116.2,0,0,0,0,0
1994,"TENNESSEE","TN",5026249,48.23,1.12,54.77,0,1465862,0,0,2.52,0,0,0,0,0,0
1994,"TEXAS","TX",10611411,51.54,3.76,55.68,2.19,4279940,38.31,0.84,0,60.85,0,0,0,0,0
1994,"UTAH","UT",846080,42.84,10.53,50.02,0,519304,28.3,0,2.9,68.8,0,0,0,0,0
1994,"VERMONT","VT",1268694,0,10.68,46.59,0,211672,40.57,0,9.12,50.32,0,0,0,0,0
1994,"VIRGINIA","VA",6180467,53.92,2.32,57.07,0,2057463,45.61,0,11.51,42.88,0,0,0,0,0
1994,"WASHINGTON","WA",1879719,49,3.44,50.6,0,1700173,44.25,0,0,55.75,0,0,0,0,0
1994,"WEST VIRGINIA","WV",406564,66.14,0,33.86,0,420936,69.01,0,0,30.99,0,0,0,0,0
1994,"WISCONSIN","WI",5307569,45.76,0.59,61.23,1.82,1565628,58.29,0.99,0.03,40.69,0,0,0,0,0
1994,"WYOMING","WY",196197,41.3,0,53.23,5.48,201710,39.31,1.82,0,58.87,0,0,0,0,0
1994,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NORTH CAROLINA","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"NORTH DAKOTA","ND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"OHIO","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"OKLAHOMA","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"OREGON","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"PENNSYLVANIA","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"RHODE ISLAND","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"SOUTH CAROLINA","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"SOUTH DAKOTA","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"TENNESSEE","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"TEXAS","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"UTAH","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"VERMONT","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"VIRGINIA","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"WASHINGTON","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"WEST VIRGINIA","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"WISCONSIN","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"WYOMING","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"ALABAMA","AL",3592839,44.67,0.38,53.48,1.29,1499393,45.46,1.44,0.65,52.45,1534349,43.16,0.34,6.38,50.12
1996,"ALASKA","AK",934800,36.42,1.39,59.41,0,231916,10.34,0,12.96,76.71,241620,33.27,0.94,14.99,50.8
1996,"ARIZONA","AZ",2259630,38.43,2.54,59.05,4.29,0,0,0,0,0,1404405,46.52,1.02,8.17,44.29
1996,"ARKANSAS","AR",1555032,45.81,1.7,52.82,0,846183,47.3,0,0,52.7,884262,53.74,0.35,9.11,36.8
1996,"CALIFORNIA","CA",29528838,49.64,2.18,45.27,2.77,0,0,0,0,0,10019469,51.1,0.73,9.96,38.21
1996,"COLORADO","CO",2658790,40.83,2.76,56.99,2.51,1459601,45.74,0,2.86,51.41,1510702,44.43,0.82,8.96,45.8
1996,"CONNECTICUT","CT",4759769,52.1,2.25,42.27,1.01,0,0,0,0,0,1392614,52.83,0.42,12.06,34.69
1996,"DELAWARE","DE",800493,27.45,0.75,69.55,1.5,275591,60.04,1.21,0.62,38.13,270810,51.83,0.76,10.83,36.58
1996,"FLORIDA","FL",11735273,45.84,0.61,56.26,0,0,0,0,0,0,5303154,48.03,0.44,9.21,42.32
1996,"GEORGIA","GA",4189811,46.75,0,56.84,0,2259224,48.87,3.6,0,47.54,2298899,45.84,0.78,6.37,47.02
1996,"HAWAII","HI",1240470,55.47,2.37,38.45,2.64,0,0,0,0,0,360120,56.93,0.69,10.74,31.64
1996,"IDAHO","ID",494026,39.17,2.13,58.7,0,497233,39.91,0,3.07,57.02,491711,33.65,0.68,13.49,52.18
1996,"ILLINOIS","IL",11795663,54.93,0.47,47.05,1.99,4250722,56.09,0.97,2.27,40.67,4311391,54.32,0.52,8.35,36.81
1996,"INDIANA","IN",2261450,44.35,0,52.84,2.81,0,0,0,0,0,2135431,41.56,0.73,10.57,47.14
1996,"IOWA","IA",5068937,44.37,0.47,54.13,0.45,1224054,51.81,0,1.48,46.71,1234075,50.26,0.19,9.63,39.92
1996,"KANSAS","KS",1328142,40.52,3.4,56.36,2.22,1064716,77.37,0,5.02,115.21,1074300,36.08,0.42,9.2,54.29
1996,"KANSAS","KS",1328142,40.52,3.4,56.36,2.22,1052300,0,1.24,0,0,1074300,36.08,0.42,9.2,54.29
1996,"KENTUCKY","KY",2476362,45.29,0.01,59.02,0,1307046,42.85,0.66,1.04,55.45,1388708,45.84,0.29,8.99,44.88
1996,"LOUISIANA","LA",708511,71.38,0,58.28,0,1700102,50.17,0,0,49.83,1783959,52.01,0.42,7.63,39.94
1996,"MAINE","ME",1485236,63.22,1.06,35.21,0,606777,43.88,0,6.94,49.18,605897,51.62,0.49,17.12,30.76
1996,"MARYLAND","MD",2473750,53.48,0.05,46.49,0,0,0,0,0,0,1780870,54.25,0.49,6.98,38.27
1996,"MASSACHUSETTS","MA",8873953,65.8,1.03,35.09,0,2555942,52.2,0,3.08,44.72,2556459,61.47,0.8,9.64,28.09
1996,"MICHIGAN","MI",11851127,52.58,0.33,45.38,1.33,3762575,58.36,0.98,0.79,39.87,3848844,51.69,0.72,9.1,38.48
1996,"MINNESOTA","MN",6354820,55.1,1.59,41.79,1.34,2182905,50.32,0.25,8.15,41.28,2192492,51.1,0.38,13.57,34.96
1996,"MISSISSIPPI","MS",2174922,43.95,0.73,53.97,1.04,878662,27.39,0,1.58,71.03,893857,44.08,0.31,6.4,49.21
1996,"MISSOURI","MO",3779818,52.75,7.48,39.38,1.98,0,0,0,0,0,2158065,47.54,0.49,10.73,41.24
1996,"MONTANA","MT",404426,43.15,4.43,52.41,0,407490,49.56,0,5.75,44.69,407083,41.25,0.62,14,44.13
1996,"NEBRASKA","NE",880727,30.94,1.99,68.11,0.87,661837,42.59,0,0,57.41,677415,34.95,0.41,10.98,53.65
1996,"NEVADA","NV",1349355,38.42,2.35,55.31,1.57,0,0,0,0,0,464279,43.93,0.96,12.19,42.91
1996,"NEW HAMPSHIRE","NH",1224934,45.08,2.98,50.3,3.3,491873,46.22,4.53,0,49.25,496597,49.57,0.85,10.01,39.57
1996,"NEW JERSEY","NJ",2823159,47.88,2.57,49.55,0,2883466,52.68,0,4.75,42.57,3075860,53.72,0,10.42,35.86
1996,"NEW MEXICO","NM",1119782,49.45,3.15,47.59,2.21,551821,29.78,1.1,4.39,64.73,556074,49.18,0.54,8.42,41.86
1996,"NEW YORK","NY",36728818,45.38,4.86,31.7,0,0,0,0,0,0,6439129,56.68,0.19,16.13,27
1996,"NORTH CAROLINA","NC",6944703,45.18,0.61,53.29,1.2,2556456,45.92,0.99,0.44,52.64,2515807,44.04,0.35,6.89,48.73
1996,"NORTH DAKOTA","ND",263010,55.07,1.71,43.22,0,0,0,0,0,0,266411,40.13,0.32,12.62,46.94
1996,"OHIO","OH",13813750,46.3,3.14,52.82,0,0,0,0,0,0,4534434,47.38,0.28,11.32,41.02
1996,"OKLAHOMA","OK",1980223,36.48,3.61,61.26,2.43,1183150,40.08,1.23,2.01,56.68,1206713,40.45,0.46,10.84,48.26
1996,"OREGON","OR",4526748,54.27,0.86,41.76,1.91,1360230,45.9,0.93,3.37,49.8,1377760,47.15,0.65,13.14,39.06
1996,"PENNSYLVANIA","PA",11062683,51.5,0.7,47.2,2.52,0,0,0,0,0,4501307,49.23,0.62,10.14,40.01
1996,"RHODE ISLAND","RI",359743,66.88,3.19,29.93,0,364371,63.31,0,1.74,34.96,390247,59.72,0.28,13.17,26.82
1996,"SOUTH CAROLINA","SC",1794154,46.79,2.77,64.59,0,1161231,44,1.12,1.5,53.38,1150182,44.01,0.37,5.77,49.85
1996,"SOUTH DAKOTA","SD",323203,36.99,5.34,57.67,0,324487,51.32,0,0,48.68,323826,43.03,0.45,10.03,46.49
1996,"TENNESSEE","TN",5098808,48.03,1.15,49.8,0,1778664,36.82,0,1.81,61.37,1894105,48,0,6.41,45.59
1996,"TEXAS","TX",16309555,48.12,1.64,56.62,2.54,5527441,43.94,0.93,0.35,54.78,5611644,43.83,0.36,7.05,48.76
1996,"UTAH","UT",2215702,39.82,0.81,58.2,1.13,0,0,0,0,0,665629,33.3,0.62,11.71,54.37
1996,"VERMONT","VT",1528236,9.36,11.4,32.59,1.06,0,0,0,0,0,258449,53.35,0.46,15.1,31.09
1996,"VIRGINIA","VA",8179259,50.55,1.39,50.8,0,2354715,47.39,0,0.13,52.48,2416642,45.15,0.38,7.37,47.1
1996,"WASHINGTON","WA",3112892,51.95,2.57,46.94,0,0,0,0,0,0,2253837,49.84,0.56,12.3,37.3
1996,"WEST VIRGINIA","WV",727852,87.76,0,31.11,0,595614,76.65,0,0,23.35,636459,51.51,0.48,11.26,36.76
1996,"WISCONSIN","WI",5226035,47.08,0.45,52.12,1.94,0,0,0,0,0,2196169,48.81,0.36,12.35,38.48
1996,"WYOMING","WY",209983,40.82,0,55.24,3.93,211077,42.21,2.51,1.22,54.06,211571,36.84,0.82,12.53,49.81
1996,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,185726,85.19,0.32,5.16,9.34
1996,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
